_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_3G0AxUoMqraWa72,5e5e9eefec44c51c155e9015,41,United States of America (USA),Female,Bachelors Degree,Yes,Yes and it made me LESS interested in the subject,Disagree strongly,Disagree strongly,Disagree a little,Agree strongly,Agree a little,Agree strongly,Agree strongly,Disagree a little,Disagree a little,Disagree strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,7,3,4,1,7,9,1,2,1,1,1,1,1,2,2,1,1,7,4,7,5,n/a, https://app.prolific.co/submissions/complete?cc=12DFEA33,238
R_6X90MEFmk7jw30l,5d39da2bcb6d84001a353f5a,21,United States of America (USA),Female,Bachelors Degree,No,Yes and it made me LESS interested in the subject,Disagree a little,Disagree strongly,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Agree a little,Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					",9,7,7,8,7,9,8,8,6,8,8,7,6,7,9,8,8,8,8,7,8,N/A,5d39da2bcb6d84001a353f5a,212
R_1gMYcvjRuwU4nPg,5e2e5703d82cf44370a246d1,23,United States of America (USA),Female,High School,Yes,Yes and it made me LESS interested in the subject,Disagree a little,Agree a little,Disagree moderately,Agree strongly,Agree a little,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,Disagree moderately,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					",10,10,8,5,8,8,8,9,10,3,8,8,8,7,8,8,9,9,9,9,6,None,,194
R_1ewmYE9dNgAwpc4,5ea974ce007217052a763022,33,United States of America (USA),Female,Ph.D. or higher,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Agree strongly,Agree moderately,Disagree a little,Disagree a little,Disagree moderately,"Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					",6,8,4,2,6,5,6,5,3,2,2,2,2,3,4,1,0,6,7,7,8,The statements didn't feel 100% like they were coming from Galileo--if it was a speech bubble than it would feel more like Galileo was saying it,,213
R_1Gy9xEeZ3K7Dwbr,5eaf1da7a768fc60b78d52c7,52,United States of America (USA),Female,Masters Degree,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Disagree strongly,Agree strongly,Disagree strongly,Agree moderately,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Neutral					","Neutral					",Agree Strongly,Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,10,9,3,1,7,8,2,2,1,2,4,1,1,0,1,0,0,8,1,8,0,"On the scale, 5 was missing. Was that intentional?",,269
R_3fTYgpeY3doGwJK,5effec7b92f0e60e0d9420a6,30,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Disagree strongly,Agree a little,Disagree a little,Agree strongly,Agree a little,Disagree a little,Agree moderately,Disagree moderately,Disagree a little,Disagree strongly,Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Disagree Slightly					","Neutral					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,6,5,8,4,6,9,3,6,5,6,3,7,8,7,8,1,2,6,7,10,7,"The blurbs that begin with over-complementing or shaming were more likely to get a negative vote from me, even if the rest of the body rang true. Personally, the attempt at ego-manipulation made the message less valuable. ",,214
R_3oWMwj8LE8b5d17,5f0258559ae0b9103ec4acc5,64,United States of America (USA),Female,High School,No,Other,Disagree a little,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree moderately,Agree a little,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Neutral					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",10,10,10,4,7,8,9,6,10,10,6,5,10,7,9,6,10,8,10,10,10,"I thought most of the statements that I read were very convincing to get an education.
My son is going for computer science right in college and has told me all the same things you have indicated in the statement.
I think you are doing a good job and I can't find anything more I would suggest to you. I think you are doing a good job.",,240
R_233YqB8ceq8gtvX,5e555e3152f93b5508f5bc16,24,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Agree moderately,Neither agree nor disagree,Agree strongly,Agree a little,Agree strongly,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree moderately,Agree a little,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Neutral					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",8,7,6,4,4,5,5,4,6,6,5,5,5,6,8,5,3,5,5,6,7,"Some of the questions were slanted and biased towards certain viewpoints regarding the job sector and education. Everyone is different and can succeed regardless if they obtain a college education or enter in a computer science field. As someone who is college educated and has a degree, I can say that going to college doesn't guarantee you a job. ",5e555e3152f93b5508f5bc16,229
R_qIaaEwXItsa4Q5H,5f0291e7877d0e1325e7f93d,29,United States of America (USA),Female,Ph.D. or higher,No,Yes and it made me MORE interested in the subject,Disagree a little,Disagree moderately,Agree moderately,Agree a little,Disagree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree strongly,"Neutral					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					",Agree Strongly,"Disagree Slightly					","Neutral					","Neutral					",7,7,3,4,2,5,2,2,1,1,1,1,1,5,5,1,2,6,2,8,1,I think the reasons that are backed my science and data are the most persuasive!,,238
R_9oiLRgN9wntFNqV,5f0228629e26d23b289fb2fc,28,United States of America (USA),Female,Bachelors Degree,No,Yes and it made me MORE interested in the subject,Agree moderately,Neither agree nor disagree,Agree strongly,Agree moderately,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Neutral					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",7,9,6,7,2,4,4,4,5,3,1,3,3,4,4,4,3,6,2,10,4,"I like facts. I would be most compelled by facts.  If I had known more about the graduate outcomes, starting salaries and benefits of computer science majors I would have changed my major.  ",,222
R_1C8zWqYbU71dCUO,562297c0ed6e5a0011c805d2,34,United States of America (USA),Female,Bachelors Degree,No,Other,Agree a little,Disagree a little,Agree moderately,Disagree moderately,Agree moderately,Agree strongly,Agree moderately,Agree a little,Agree moderately,Disagree strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					",6,9,7,8,8,7,6,6,7,7,5,8,6,6,7,5,4,7,6,7,5,"I would do away with the patently insulting/patronizing turns of phrase, like, ""Only smart people know this.""",,266
R_sSDjswP5iry4lix,5e1e18a526689418194b69e6,35,United States of America (USA),Female,Bachelors Degree,Yes,Yes and it made me LESS interested in the subject,Agree a little,Agree a little,Agree moderately,Disagree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree moderately,Agree moderately,Disagree strongly,Agree Strongly,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,"Neutral					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,10,8,8,4,5,7,6,8,9,8,1,4,1,5,6,1,8,3,8,7,9,It's an overall encouraging robot but there is some misguidance in the constant push to work hard. Some people just don't have to work as hard as others to get the same results. Emphasis should be made more on discovery than overall hard work will pay off.,,247
R_3OoHFjBDAzCheUR,5e15559418e869b51cbe4246,30,United States of America (USA),Female,High School,No,Other,Agree a little,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree a little,Agree strongly,Disagree moderately,Agree a little,Disagree moderately,"Disagree Slightly					",Disagree Very Much,"Neutral					","Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Neutral					","Agree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Neutral					",8,4,8,1,6,6,7,7,6,6,5,7,7,8,10,7,3,6,7,8,10,I think they were all pretty good!,,242
R_2aWzfitHt9fTHWa,5ea9175f0befd738ec3c6482,25,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Disagree strongly,Agree a little,Disagree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree moderately,Disagree a little,Agree moderately,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Agree Slightly					","Neutral					","Neutral					","Neutral					",Disagree Very Much,"Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,7,6,7,5,3,8,2,2,2,1,1,2,1,1,1,2,2,1,2,1,3,N/A,5ea9175f0befd738ec3c6482,219
R_3DwsjjXVBcBW4Wp,5cba1809102bd400130c19e7,43,United States of America (USA),Female,Masters Degree,No,Yes and it made me MORE interested in the subject,Agree a little,Disagree a little,Agree strongly,Disagree moderately,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree moderately,Disagree moderately,"Neutral					",Disagree Very Much,"Neutral					","Neutral					","Neutral					",Agree Strongly,Agree Strongly,"Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,"Neutral					","Neutral					",Disagree Very Much,Agree Strongly,Disagree Very Much,"Agree Slightly					",Agree Strongly,Disagree Very Much,Disagree Very Much,Agree Strongly,"Disagree Slightly					",Disagree Very Much,Agree Strongly,"Neutral					",10,7,9,10,5,7,10,10,10,9,1,6,4,3,7,0,0,8,9,7,10,Some of those statement are rude and should not be there. Otherwise I love him!,,246
R_3ijLLsz08vHewAH,5c10333e09e7c20001f1ee60,27,United States of America (USA),Other,High School,No,Other,Disagree a little,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Agree strongly,Agree strongly,Agree a little,Agree moderately,Disagree moderately,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,Disagree Very Much,"Neutral					",Agree Strongly,Disagree Very Much,Disagree Very Much,"Neutral					","Neutral					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					",10,7,8,6,7,7,6,3,8,7,2,5,4,6,8,1,1,3,5,7,8,None that I can think of. ,,243
R_87yl5DogNPDLwS5,5d4d6bc146fc3900174b727c,26,United States of America (USA),Female,High School,No,Yes and it made me MORE interested in the subject,Agree a little,Agree a little,Disagree a little,Agree a little,Agree a little,Disagree moderately,Agree moderately,Agree a little,Disagree a little,Disagree a little,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Neutral					","Neutral					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",10,7,5,4,8,8,7,6,6,5,6,5,5,6,7,5,6,6,6,5,6,"When I think about scientists who contributed to computer science I don't think about Galileo, so I would consider changing his name. The robot's supportive statements sometimes seemed to assume an amount of agency many people don't have; I would prefer tips on time management to the mere insistence that I practice it.",12DFEA33,262
R_OfIl97wwzNBoatj,5ed0624bddd2d613f938a881,22,United States of America (USA),Female,Bachelors Degree,No,Yes and it made me MORE interested in the subject,Agree moderately,Agree moderately,Agree a little,Agree strongly,Agree a little,Disagree a little,Agree strongly,Agree moderately,Disagree moderately,Disagree strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Agree Strongly,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,Disagree Very Much,Agree Strongly,"Disagree Slightly					",Agree Strongly,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					",10,9,8,5,1,10,5,0,7,0,0,3,0,8,4,1,0,8,1,1,0,To not make the quotes shamful towards the target.,,246
R_1hGPsdW9cje6H1q,5d16b6890a274600163f6518,30,United States of America (USA),Female,Bachelors Degree,No,Other,Agree a little,Disagree a little,Agree moderately,Disagree moderately,Agree moderately,Disagree a little,Agree moderately,Agree a little,Agree moderately,Agree moderately,"Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,Disagree Very Much,"Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,8,8,9,4,5,3,3,4,5,7,3,6,7,5,4,5,2,5,3,9,7,give statements with more statistical data,,257
R_28TgbMke1whODs2,5c9527e29e4f7400011e1571,47,United States of America (USA),Female,Bachelors Degree,No,Yes and it made me MORE interested in the subject,Disagree a little,Disagree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree moderately,Disagree strongly,Agree moderately,Agree a little,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,9,9,8,8,9,10,9,7,6,10,8,5,8,9,9,9,8,5,9,5,7,His statements were kind of boring and sometimes demeaning.  ,,241
R_1QtRnL0Gj7rfqRa,5c65c10ff5ac570001b37b55,47,United States of America (USA),Female,Masters Degree,No,Yes and it made me MORE interested in the subject,Disagree moderately,Disagree strongly,Agree strongly,Disagree a little,Neither agree nor disagree,Agree strongly,Agree strongly,Disagree strongly,Agree moderately,Disagree a little,Agree Strongly,"Neutral					","Neutral					",Agree Strongly,"Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,"Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Neutral					",Disagree Very Much,"Disagree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",10,5,4,6,9,8,2,6,5,2,8,5,6,2,5,7,2,5,6,6,7,none,,235
R_cwnehYwSCumjhM5,5e2b08f297999401143d54c7,35,United States of America (USA),Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Agree a little,Agree moderately,Agree moderately,Disagree a little,Agree a little,Agree moderately,Disagree moderately,Disagree moderately,Disagree strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",8,9,5,4,6,9,1,0,0,3,0,5,0,5,7,5,6,7,1,6,3,The study needs some grammatical editing. It was a little distracting.,,232
R_3CT05J0u2h2KUlF,5e2f3b0ea8f8534fbad2c251,25,United States of America (USA),Female,Bachelors Degree,No,Other,Disagree a little,Disagree moderately,Agree moderately,Agree a little,Agree moderately,Agree a little,Agree strongly,Disagree moderately,Agree a little,Disagree strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,1,3,3,0,0,1,1,0,6,3,0,0,4,0,2,1,0,1,3,0,1,Some of the statements were a bit condescending.,,244
R_21yLVNpZsSdw3eT,5842eb2904e7550001a06b14,33,United States of America (USA),Female,High School,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Disagree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Agree moderately,Agree a little,Disagree moderately,Agree a little,Agree moderately,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",7,8,6,7,8,6,5,5,5,6,4,6,5,6,5,5,5,7,5,7,7,Make arguments shorter and to the point.,,228
R_1pJySOulaw3irkp,5c87ab25c23f2d0015563f46,37,United States of America (USA),Female,High School,No,Yes and it made me LESS interested in the subject,Disagree a little,Agree a little,Agree strongly,Disagree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree moderately,Agree Strongly,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,Disagree Very Much,"Neutral					","Neutral					",Disagree Very Much,Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,Agree Strongly,Agree Strongly,"Neutral					",Agree Strongly,"Neutral					",8,9,8,1,10,10,5,3,0,0,0,0,3,6,8,3,0,0,10,10,9,have none,,242
